"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"FDS01","OUT035",2969.67390673771
"NCG55","OUT045",1790.22411364937
"FDC11","OUT035",1554.589669009
"FDX35","OUT018",3346.17163370845
"NCB06","OUT046",2545.1221348207
"FDR09","OUT019",2191.70429058417
"FDC53","OUT017",1661.63769103706
"FDY45","OUT013",4052.10162036237
"FDA22","OUT010",753.130334062597
"FDE02","OUT035",1676.89027305787
"FDW21","OUT045",1601.28210865906
"FDV34","OUT046",1245.19040220716
"FDS59","OUT049",1896.1319249045
"NCW17","OUT017",2143.35015598338
"NCK54","OUT046",1873.34476655136
"FDG17","OUT019",1998.62678696065
"FDG35","OUT017",2896.58302808949
"FDD08","OUT010",0
"NCO07","OUT017",3438.71341973616
"FDJ10","OUT010",395.373478545474
"FDW36","OUT017",1772.47465553384
"FDW21","OUT010",0
"FDY19","OUT017",1990.05353847674
"DRE03","OUT013",813.346502291485
"NCC55","OUT049",741.519193356123
"FDH52","OUT010",0
"FDO09","OUT017",4322.0262386925
"FDU43","OUT045",3758.03644212173
"FDX09","OUT010",854.591634615161
"FDH40","OUT019",0
"FDW58","OUT017",1778.69812977493
"FDC47","OUT017",3689.41674432729
"NCR41","OUT035",1663.37911048045
"DRG49","OUT035",4002.45945704734
"FDC52","OUT027",3920.6378562857
"FDY13","OUT046",1209.79794296586
"FDY35","OUT013",816.557376232086
"FDI35","OUT017",2981.40319728917
"NCU18","OUT049",2348.18375038557
"FDY33","OUT018",2290.08850757727
"FDC15","OUT027",3952.06683997103
"FDU01","OUT049",3099.36909946636
"NCU42","OUT046",2687.568124988
"NCV29","OUT018",2537.54050564523
"NCY30","OUT017",2999.04985849979
"FDQ46","OUT049",1892.38894391629
"FDG58","OUT027",3944.38663398972
"FDK33","OUT017",3471.3866595019
"NCD07","OUT045",1781.42100933535
"NCX29","OUT027",3747.95866702297
"NCT42","OUT013",2388.93414069802
"DRN59","OUT035",908.729959216688
"FDI44","OUT035",1424.13942544141
"FDA45","OUT049",2920.54734112767
"FDP31","OUT045",1054.87662897656
"FDY01","OUT046",1892.1143260947
"FDT09","OUT018",1890.26451669527
"DRH03","OUT027",2976.27586676134
"FDA36","OUT018",2677.93897278721
"NCF31","OUT017",2540.14331490997
"FDG14","OUT049",2551.85895310607
"FDG28","OUT027",5371.385713153
"FDU14","OUT049",4039.80806601732
"FDY47","OUT019",238.665612424561
"FDI56","OUT049",1554.14623064992
"DRD01","OUT013",1009.81492184079
"FDM22","OUT046",953.623745749003
"FDH33","OUT013",738.213609515871
"DRZ24","OUT013",1923.8041228671
"NCQ38","OUT046",1686.84280223136
"FDO16","OUT027",2808.44432516462
"FDU07","OUT027",3823.05110721602
"NCB07","OUT013",3107.30666061044
"FDU48","OUT045",2037.77524853739
"NCM43","OUT045",2551.09673915423
"FDR31","OUT010",428.457467611133
"DRK49","OUT018",412.927304900697
"NCI30","OUT010",1939.17204929631
"DRD60","OUT017",2972.06798592753
"NCG19","OUT046",3711.55057098361
"FDH12","OUT035",1828.59056942166
"FDM32","OUT035",1620.95991005315
"FDM27","OUT035",2673.49832883622
"NCU53","OUT027",4080.51001309586
"NCQ18","OUT046",1592.58828484998
"FDS10","OUT013",2868.02652298884
"FDB33","OUT027",3950.47051882819
"FDI12","OUT013",1467.61679875283
"NCW42","OUT013",3526.37363384591
"NCC06","OUT018",1774.62035711506
"FDW02","OUT017",2162.16016810929
"NCD43","OUT017",1776.118499702
"FDM57","OUT018",1114.85696710034
"FDA58","OUT017",3839.1504228309
"FDK56","OUT046",2930.94330866024
"FDP52","OUT045",3629.5932689969
"FDW20","OUT018",1702.10754699495
"FDS52","OUT049",1709.53082376445
"NCT29","OUT018",1637.82528155868
"NCL54","OUT013",2828.71905968209
"FDC05","OUT045",3117.33599247529
"FDF34","OUT035",3306.9515427289
"FDP03","OUT027",3487.60851859034
"FDD32","OUT010",0
"FDZ10","OUT045",1965.79454546489
"FDZ40","OUT035",1036.68147787647
"FDD51","OUT018",454.322743815338
"NCY30","OUT019",942.363618844284
"FDP58","OUT017",3544.39112408706
"FDV49","OUT017",4265.9158337026
"FDY24","OUT019",0
"NCO55","OUT017",1821.19823536736
"FDR13","OUT017",2018.69041642933
"FDS51","OUT017",1118.34394847511
"FDP26","OUT045",1611.50149213074
"NCB54","OUT027",3511.83071910449
"FDF32","OUT017",3220.68333491077
"FDN31","OUT018",2716.2226745813
"DRM48","OUT017",714.835660842388
"FDN20","OUT049",2777.56924391277
"DRL01","OUT046",3728.23215491906
"FDV56","OUT049",1866.61087484187
"DRH13","OUT027",3177.23185000628
"FDA03","OUT017",2469.28551017018
"FDF47","OUT027",4984.32028323305
"FDX32","OUT046",2379.02650376945
"FDX57","OUT049",1699.31144029277
"NCA30","OUT045",2947.31733845063
"FDO49","OUT013",898.405397713841
"FDL04","OUT019",0
"DRM48","OUT035",774.595418898378
"FDR16","OUT013",3434.79788335752
"NCC19","OUT018",2771.12927607336
"NCE42","OUT045",3646.03612670968
"FDY24","OUT017",1058.41767623981
"FDH19","OUT049",2877.55558107019
"FDJ46","OUT013",2778.93126575333
"FDN45","OUT010",1625.86368557688
"FDY08","OUT035",2422.83545682765
"FDZ37","OUT035",1592.56175832323
"NCT30","OUT045",719.07395638051
"DRY23","OUT018",475.712386014177
"NCZ30","OUT018",1666.89512973883
"FDC44","OUT018",1536.85563547116
"FDB45","OUT035",1822.40754776314
"FDY04","OUT013",2670.85397331468
"FDM27","OUT046",2572.20314421302
"FDZ43","OUT017",3957.33375990148
"FDT39","OUT019",543.702978877568
"NCC06","OUT019",119.869263141231
"FDL15","OUT027",3890.44510977283
"FDL57","OUT017",4210.61671456555
"FDU08","OUT046",1585.34104909623
"FDK40","OUT017",4262.31244211701
"FDQ12","OUT010",1695.7564130415
"FDS48","OUT017",2505.4225521189
"FDP09","OUT045",3281.87575496627
"FDW21","OUT049",1738.65935618209
"FDY25","OUT035",3012.13355974758
"DRE13","OUT017",1483.97928361366
"FDV43","OUT019",0
"FDD22","OUT045",1720.78258806724
"FDM46","OUT019",0
"NCO30","OUT010",1008.9929187996
"FDM25","OUT046",2803.66348645069
"NCN41","OUT049",2059.15627141778
"FDU24","OUT045",1484.22166992119
"FDZ50","OUT046",2959.08853214779
"FDP45","OUT013",4043.92975991601
"NCM54","OUT045",1945.03614713372
"FDW10","OUT019",876.074282965265
"FDP20","OUT017",2143.39060856595
"FDK32","OUT046",2450.43464721177
"FDN52","OUT049",1562.59726990152
"FDM58","OUT045",1760.27009335918
"FDZ46","OUT027",3225.38287020963
"NCA18","OUT018",1595.93818817899
"FDD35","OUT046",1945.36592220642
"NCK31","OUT035",964.128215173791
"FDI40","OUT027",3115.70925662814
"FDT50","OUT019",0
"NCT06","OUT046",2613.45899372504
"FDT31","OUT035",3117.77081151591
"FDT45","OUT049",973.511642641404
"FDT13","OUT045",2893.39404588867
"FDO50","OUT045",1397.566453356
"NCU18","OUT010",322.680626440173
"NCR54","OUT049",3183.08460198824
"NCO18","OUT018",2546.87571700688
"FDU09","OUT045",908.295140176065
"FDT13","OUT018",2690.83712315187
"FDE09","OUT046",1795.67269628538
"NCK53","OUT019",0
"FDG45","OUT049",3465.92905929751
"DRH15","OUT035",895.299701804406
"FDO21","OUT019",1684.21375656343
"FDD14","OUT027",4367.44951645576
"FDC09","OUT046",1698.40557860351
"FDH45","OUT027",2224.87804202075
"FDV32","OUT046",1061.74149077022
"FDG12","OUT035",2098.06345355613
"FDS32","OUT013",2312.42542134733
"NCL55","OUT018",3681.65467491669
"DRE01","OUT035",3983.82948690663
"DRE15","OUT049",1345.45135718618
"NCL42","OUT045",3825.25040269335
"FDP31","OUT013",1127.36701504371
"FDN33","OUT018",1279.0446645289
"FDZ59","OUT046",2664.86134045156
"FDE45","OUT010",905.362737474009
"FDJ07","OUT013",1923.35292098462
"FDQ45","OUT018",2693.59679521
"FDM33","OUT027",4911.27536606533
"FDO15","OUT010",0
"FDM46","OUT013",1520.33628781694
"FDR03","OUT045",3232.80011007032
"FDY49","OUT018",2412.88076609119
"FDQ60","OUT045",1880.93392368264
"FDW10","OUT049",2887.87410136192
"FDO51","OUT049",891.884115727405
"FDJ40","OUT018",1516.27727912518
"FDS20","OUT018",2608.49744720507
"FDU45","OUT013",1880.95195221224
"FDV02","OUT035",2830.2992011084
"FDN09","OUT046",3819.23534577726
"NCM55","OUT027",4405.81412341499
"FDN23","OUT018",2074.10594577721
"FDY31","OUT010",389.461616784238
"FDW03","OUT010",0
"FDD14","OUT046",2903.51023420549
"FDV23","OUT017",2109.2019528225
"DRI03","OUT045",2715.73563846526
"FDN13","OUT035",1740.02741923377
"FDF45","OUT027",2481.76438827041
"FDU46","OUT035",1605.54081385303
"FDB57","OUT049",3657.68942058343
"FDV12","OUT049",1748.0350201263
"FDQ58","OUT013",2432.41755522055
"NCA18","OUT017",1957.42075129356
"FDH52","OUT049",1151.84174651504
"FDM24","OUT018",2159.55735884456
"NCP43","OUT027",4319.83060330003
"NCO18","OUT019",893.680491593322
"FDM32","OUT017",1572.09123191907
"NCL07","OUT017",743.824603857406
"FDK03","OUT013",4071.36283437075
"FDP59","OUT017",1794.88805924533
"FDQ24","OUT049",4047.54695623612
"FDQ16","OUT018",1478.34564239351
"FDU44","OUT013",2630.93349779518
"FDH28","OUT010",0
"FDV28","OUT019",0
"FDM22","OUT045",870.462640264451
"FDR56","OUT046",3150.70930403109
"FDV39","OUT049",3210.02602197794
"FDU37","OUT019",0
"FDQ11","OUT010",2172.408754662
"FDX02","OUT045",3460.02581685472
"NCS42","OUT018",1214.2120603901
"FDY57","OUT027",3024.52602378474
"FDB21","OUT049",3910.83278584487
"FDE28","OUT017",3780.20745952569
"FDQ55","OUT017",1966.32299242764
"FDA48","OUT049",3610.95467953773
"FDZ19","OUT045",2695.01769271666
"NCC43","OUT045",3909.14594720043
"NCV18","OUT046",1324.27875163079
"NCA42","OUT018",2248.0213722124
"FDY45","OUT046",4037.8784428154
"NCC30","OUT045",2764.45921829879
"FDM57","OUT013",1459.91836111659
"FDL09","OUT010",776.527046704188
"FDB09","OUT027",3442.92130056997
"FDT44","OUT035",2043.58982229164
"NCT06","OUT027",4057.17198469176
"FDX26","OUT049",2999.77527995392
"FDK32","OUT013",2512.88975012722
"DRA12","OUT046",2273.20921001592
"FDO46","OUT010",1104.9024415613
"FDE52","OUT013",1479.5316401874
"NCH42","OUT045",3563.65599818031
"FDV08","OUT035",848.664097578765
"FDB47","OUT018",3050.86199626207
"FDC28","OUT010",0
"FDD22","OUT046",1819.50237915453
"FDS07","OUT027",3294.29228874415
"DRI13","OUT045",3357.50030220693
"FDG32","OUT018",3242.48276814537
"FDU14","OUT017",4047.3536418296
"FDD28","OUT019",0
"NCP41","OUT017",1858.00697376632
"FDS08","OUT049",2870.75954719891
"FDX47","OUT045",2483.35067153499
"FDC53","OUT019",0
"FDQ19","OUT035",3996.86722667392
"FDL14","OUT045",2442.40643450283
"FDM33","OUT019",1589.32799531439
"FDA51","OUT045",1794.45874910264
"FDZ27","OUT018",529.947291055998
"FDT04","OUT046",691.930204415902
"DRC13","OUT049",2139.09635927683
"FDR16","OUT027",4892.29333086219
"FDQ03","OUT027",5226.85174737783
"FDE38","OUT035",2804.99455484411
"DRH23","OUT027",2388.92615004668
"FDT11","OUT019",1119.66996120526
"FDD09","OUT035",2990.35139990374
"FDR40","OUT045",1307.62747659302
"FDX07","OUT017",3058.72320249273
"FDR07","OUT035",1703.83169304756
"FDA51","OUT017",1981.39002356533
"FDT59","OUT019",1730.70977138645
"FDF20","OUT017",3188.54220219264
"FDR13","OUT045",1819.31219348445
"FDY26","OUT049",3468.6078261905
"FDW04","OUT017",2223.78189830748
"FDK52","OUT017",3683.76582971638
"FDN60","OUT049",2592.62314815304
"FDM09","OUT019",857.092247762124
"FDP46","OUT049",1514.75786217803
"FDB50","OUT019",0
"NCQ29","OUT049",4174.43426080067
"FDP16","OUT027",5318.91915233126
"FDX33","OUT018",2331.03274460943
"FDP07","OUT010",1171.58429508531
"FDN22","OUT046",4007.92442252521
"FDF39","OUT049",4269.36047463228
"FDS21","OUT017",1148.49624240541
"NCM42","OUT013",1748.72534551663
"FDK50","OUT019",691.741199418286
"DRF13","OUT027",3787.38748807743
"FDH35","OUT018",2324.1375739181
"FDP60","OUT018",1321.36472813615
"DRJ49","OUT027",3526.325190612
"NCT42","OUT019",456.024000799711
"FDE38","OUT049",2756.35964369911
"FDI04","OUT049",3288.41024127672
"NCH54","OUT045",2438.62300093205
"FDT56","OUT049",1114.58180623361
"DRD15","OUT018",3388.53214989826
"FDV58","OUT013",3096.94768773614
"FDP21","OUT049",3108.62340566286
"FDH05","OUT013",3753.38686497051
"FDR10","OUT027",4014.71233168189
"NCP06","OUT045",2307.06809068667
"FDF33","OUT049",1803.78534114582
"DRK37","OUT013",3011.49627466879
"DRH49","OUT045",1292.99341568289
"FDT58","OUT013",2686.76472397984
"FDD41","OUT018",1446.87620612562
"FDP40","OUT018",1540.59861645938
"FDM51","OUT027",3133.31546525619
"FDO45","OUT010",0
"FDW33","OUT010",0
"FDY24","OUT045",874.598138897659
"FDB10","OUT010",1827.35177586944
"FDM40","OUT035",2399.39829160349
"NCI06","OUT017",2967.44083282927
"FDW12","OUT019",431.801800285568
"FDX48","OUT027",3961.00953368768
"NCW05","OUT027",3167.36453159703
"FDX27","OUT017",1684.09154733113
"DRM37","OUT045",3066.95740726143
"FDA38","OUT045",3740.29064409105
"FDR36","OUT046",723.065807276295
"FDZ45","OUT046",3142.83082440966
"FDG05","OUT017",2669.25818448503
"FDK28","OUT013",4103.89648473388
"FDV47","OUT045",1316.29099150442
"FDN21","OUT045",2479.56723796421
"FDP20","OUT027",3480.22169343397
"FDI35","OUT045",2810.03060842921
"DRY23","OUT013",805.215094427691
"FDA56","OUT017",2063.09845564447
"FDB09","OUT013",1997.87280154749
"NCO26","OUT027",3326.92507592733
"FDQ49","OUT018",2259.54369600198
"FDI52","OUT027",3405.62090770597
"FDZ44","OUT027",3328.97259895265
"FDZ09","OUT018",2330.89315520681
"FDY03","OUT049",1957.79410768527
"NCG42","OUT017",2174.9591816539
"DRI13","OUT027",4893.70961001984
"FDQ32","OUT013",2086.12433925553
"FDW16","OUT035",1660.40696276252
"FDU27","OUT046",831.855248747748
"FDR28","OUT010",714.90531650599
"FDQ49","OUT010",642.432958968445
"FDS37","OUT046",1856.76231943596
"FDW26","OUT018",3253.96463935239
"FDX12","OUT018",3575.13325103831
"NCP06","OUT013",2426.23453356202
"FDW45","OUT010",391.017485344512
"NCN30","OUT049",1618.34759092105
"FDN24","OUT049",973.511642641404
"NCL41","OUT027",2011.78672277347
"FDR02","OUT019",0
"FDD09","OUT010",945.774867458557
"FDS33","OUT010",0
"FDU22","OUT045",1843.04273953354
"FDI53","OUT013",2660.00334597533
"DRH01","OUT049",2882.22318675101
"FDX32","OUT013",2355.90883586985
"NCP30","OUT018",392.209359152094
"FDB60","OUT045",3030.18912144505
"FDB14","OUT049",1651.16042008942
"NCP02","OUT035",1097.77110102706
"FDJ10","OUT017",2387.96959573604
"FDG34","OUT046",1819.64196855715
"NCB18","OUT017",1520.255914965
"FDM16","OUT049",1352.79772975999
"FDW25","OUT018",1082.08459051454
"FDB35","OUT010",0
"DRN11","OUT013",2309.6657492892
"FDF41","OUT019",2010.44249157517
"FDH16","OUT045",1354.0425862509
"NCQ50","OUT018",3079.81048669452
"DRH23","OUT018",662.606867979169
"DRJ37","OUT013",2444.37284923769
"DRJ24","OUT027",4376.25262076979
"FDY16","OUT035",3098.74832373021
"FDQ27","OUT045",1669.16776568092
"FDZ33","OUT045",2294.169940322
"FDF29","OUT045",2075.74733785163
"FDA08","OUT049",2736.23248923561
"FDG31","OUT046",1063.78901379554
"FDE34","OUT019",1000.95451708707
"NCR30","OUT027",2648.88378083432
"FDV33","OUT035",4261.0412612599
"DRZ24","OUT018",1644.08920838234
"NCL54","OUT035",2894.00890691448
"FDR12","OUT049",2887.5220362995
"NCC54","OUT046",3813.58443116635
"DRN59","OUT013",795.208186615814
"FDX50","OUT019",0
"FDV31","OUT027",4277.37095029016
"NCA29","OUT027",4189.83156161493
"FDW60","OUT049",2949.1437664977
"FDX08","OUT017",2991.80262274604
"DRD49","OUT013",3759.92195169146
"FDD33","OUT046",3647.80041259495
"FDW35","OUT013",738.254062098438
"FDJ36","OUT017",1805.2874847022
"FDV51","OUT035",2783.21239500028
"FDW36","OUT046",1706.04533200226
"FDH35","OUT046",2620.74668206136
"NCS30","OUT027",3538.77213909419
"FDN49","OUT017",798.870794752084
"FDL08","OUT018",3600.91132011273
"FDI09","OUT013",3866.80345954022
"FDP19","OUT018",1787.5589600623
"FDU21","OUT010",0
"NCP41","OUT045",1657.07288226116
"FDY10","OUT013",1833.15299707132
"FDP12","OUT018",388.213449921508
"NCN26","OUT049",1953.47856706687
"FDK44","OUT013",2795.5541654513
"FDC28","OUT049",1845.2616852256
"FDJ41","OUT027",5597.0960039597
"NCT29","OUT035",2116.63473945936
"NCH42","OUT019",1701.68037578887
"FDU60","OUT018",2423.69094084797
"FDS02","OUT045",3038.0271484839
"FDC51","OUT046",2014.86613202604
"FDU03","OUT013",2972.82005522971
"FDX39","OUT045",3327.09508003426
"NCY05","OUT010",0
"NCL06","OUT027",5545.75234147067
"FDD32","OUT035",1489.99579109287
"NCN41","OUT045",1892.21752124955
"NCX53","OUT049",2349.20751189823
"FDU57","OUT019",530.232268882719
"FDQ23","OUT046",1668.25328467321
"FDQ52","OUT045",3856.81897578131
"FDC14","OUT045",657.019255954753
"FDY09","OUT035",2945.35256940351
"FDQ28","OUT045",2466.80867700216
"FDV25","OUT046",3488.81242789483
"FDJ07","OUT035",2002.64558525948
"DRB25","OUT049",1798.09397395234
"FDK52","OUT019",1655.08522414579
"FDY52","OUT027",2483.71277447567
"FDB28","OUT046",3127.80424585454
"FDT36","OUT035",755.965448757662
"FDV25","OUT017",3609.69715103599
"NCN07","OUT027",3530.42023666264
"FDC57","OUT017",3210.99605848671
"FDQ03","OUT018",3506.75593955141
"FDU23","OUT017",2753.5462466371
"NCX41","OUT035",3502.64912900792
"NCD06","OUT035",921.176907698878
"FDW08","OUT045",1642.57841075365
"NCU29","OUT017",2410.59547510734
"NCE06","OUT013",2585.75462530976
"FDV52","OUT010",16.7186352945601
"FDB02","OUT017",2952.02173662916
"NCR18","OUT045",649.672883380944
"FDK16","OUT049",1616.30006789573
"NCQ29","OUT010",2156.71047965664
"FDZ01","OUT019",0
"FDW27","OUT035",2688.07370550886
"FDD17","OUT018",3474.51567001322
"FDW39","OUT013",2879.58929936099
"DRH59","OUT045",1112.18281855637
"FDS52","OUT013",1663.31438503185
"FDU40","OUT027",4538.92490222064
"NCF54","OUT013",2782.61556250406
"FDH46","OUT045",1632.35902728197
"NCP14","OUT049",1759.76981957568
"FDH50","OUT049",3079.67491523041
"DRF15","OUT010",520.033218099521
"FDV27","OUT027",2912.13319072769
"NCJ06","OUT049",2017.22872545552
"FDN02","OUT018",2969.99728371041
"FDQ51","OUT049",913.053263358488
"FDQ07","OUT017",3669.41094761149
"FDS45","OUT049",1833.97808765869
"NCJ06","OUT045",1867.40452945031
"FDD36","OUT035",2018.16381827965
"FDY25","OUT045",2823.00966395901
"FDU52","OUT046",2460.65403068345
"DRK47","OUT017",3686.30500720674
"NCL30","OUT017",2151.66160583236
"FDN22","OUT035",4163.67500675797
"NCF30","OUT027",3465.19511487884
